,0
78,"여기에 3점초반으로 성적 맞춰서 왔고 솔직히 기대하고 온 것도 아니었음. 근데 학교생활하다보니까 생각보다 괜찮은 학교라는 느낌이 점점 들게 됨. 장점은 다른 학교에 비해 다양한 프로그램과 부서가 있다는 점? 영어,글쓰기,취업,창업,상담 등등 학교 내에 센터나 부서가 많음. 1학년 때 원어민교수님과 회화하는 수업도 있고, 글쓰기 과제해서 전문가에게 첨삭받을 수 있는기회도 있음. 그리고 비교과 프로그램이라고 학생들의 참여를 도모하려고 만든 제도가 있는데 전혀 부담되지 않음. 프로그램들이 매주 공지에 서너개씩 올라와서 무료로 진로 멘토링도 받을 수 있고 전문가 특강도 들을수 있고, IT기기들도 체험해볼 수 있고 좋음. 학교에서 여는 대회나 공모전들도 많아서 참여만 해도 조그마한 장학금주는 활동도 있고 수상하면 큰 상금 받을 수 있는 기회도 있음. 고시반, 교육장학금도 있어서 자격증 취득할 수 있게 금전적 지원도 해줌. 단점은 캠퍼스 크기가 작다는 점? 근데 막상 가보니까 대부분 새로 지은 건물들이어서 신식이고 알차게 구성 잘해놨더라고요. 작지만 강한 학교 같은 느낌? 저는 좋았어요. 자기가 도전정신이 있고 다양한 활동&체험 해보고 싶다고 하면 이 학교 추천해요!"
79,"1학년때는 여러가지 트랙 기초 과목들 들어볼 수 있음. 기계설계, 전자공학, 컴퓨터 프로그래밍, 보안개론 등등 공학과 관련된 트랙 선택해서 들어보고 2학년때 전공 트랙 선택하면 됨. 자기가 공학쪽이다! 근데 어느 분야로 가야할 지 모르겠다 하면 이 학과 추천해요. 교수님들은 여느 학교에나 있는 강의평 안좋으신 아주 소수의 교수님들 제외하고 대부분 열정적이시고 잘 챙겨주시려고 하시는 것 같아서 좋았어요:) 학점도 코시국이라 웬만하면 잘 주십니다. 선배님들도 정보 친절하게 알려주시고 공지도 잘 해주세요. 상품 받아갈 수 있는 단과대학 행사도 많이 해요."
80,"나는 우리 학교가 너무 좋다. 외고를 다녔어서 한성대는 생각도 못 했었지만 개인사정으로 공부를 제대로 못 하고 수능 성적에 맞춰 붙어서 오게 됐는데, 생각지도 못하게 정말 너무 좋았다. 트랙제라 원하는 분야를 선택해서 자신의 진로를 선택할 수 있다는 게 얼마나 큰 장점인지 모두가 알았으면 좋겠다. 캠퍼스도 정말 사랑스럽다ㅠㅠㅠ 나는 학교를 사랑한다. 대학백과 앱을 삭제하려고 오랜만에 들어가서 대학 후기를 대충 봤는데.. 역시나. 내가 보기에 사람들은 불만이 너무 많다. 다른 좋은 대학교를 간 고등학교 때 친구들과 나를 보았을 때, 만족도, 미래 비전을 보면 내가 월등히 높다. 다른 친구들은 어문학 쪽을 가서 아마 나중에 미래에 대한 고민이 많을 거다... 물론 다 자기 하기 나름이지만... 이 부분에 대한 건 여러분이 현시대 흐름을 안다면 무슨 말인지 알아들을 수 있을 것이다. 어쨌든 나는 어쩌다 얼떨결에 오게 된 우리 학교에 너무 만족하고, 만족을 넘어서 사랑하게 됐다."
81,"우리 학교 모든 학생은 2개의 트랙(=전공)을 선택한다. 상상력인재학부는 2개 트랙 모두 분야를 가리지 않고 정말 원하는 아무거나로 2개를 선택하는 거고, 타학부는 1트랙은 자신이 소속된 학부에서, 2트랙은 원하는 아무 학부에서 선택하게 된다. 그리고 말해뭐해, 학부 만족도 최상이다. 내가 원하는 걸 하라는 듯 길을 활짝 열어놓아준 우리 학교에 너무 감사하다. 우리 학교 와서 나같이 이렇게 만족하면서 학교 다니는 후배님들이 많아지길 바라며 글을 마칩니다 ♥"
82,"트랙제가 장점이자 단점이다. 장점으로는 2학년 때 전공을 정하기 때문에, 1학년 때 해보고 싶은 전공 기초를 마음껏 선택할 수 있다. (다만 학점은 알아서 챙기기) 저는 패션은 한 번도 생각해보지 않았는데, 패션교양 듣고 패션에 흥미생겨서 2트랙으로 고려하고 있어요. 진로의 폭을 넓힐 수 있는 기회를 주기도 하지만, 단점으로는 그만큼 배우는 게 넓다는 겁니다. 다른 대학교의 전공처럼 그 하나의 전공에만 집중적으로 하는 게 아니라, 두 개의 전공을 하나의 전공으로 본인이 융합해내야 하는 거라 그만큼 배울 수 있는게 얇은 듯합니다. 그럼에도불구하고 제가 이 학교를 추천하는 이유는 남들이 하나의 전공에만 알아갈 때 두 가지 분야를 알아가는 즐거움이 있기 때문입니다. 근데 장학금은 짜요…. 넘 슬퍼요…."
83,"수강신청하기가 힘들어요… 교수님들이 전공에 따라 좀 다른 성향인게 느껴져요 그 전공은 어떻게 다가가야 효과적으로 잭팟을 터트릴 수 있는지, 그걸 교수님들이 다 잘 아시기에 열정적이십니다"
84,놀곳많죠 혜화역도 가깝고 학교도 좁아서 바로 이동가능하고 트랙제라는게 장점과 단점이 있지만 여튼 과이동은 자유롭다고 생각해요
85,학과 개념ㅇㅣ 없다 트랙제라 같은 트랙사람도 모른ㄷㅏ 걍 다같이 논다
86,"1년 다니고 자퇴함. 장점 : 학교 위치, 학식 맛있음, 캠퍼스가 작아 편함. 단점 : 행정이 지잡대 수준임, 진짜 x 같아서 때려침 일도 못하고 소통도 안하고 그냥 진짜 개 답답한 학교임 좋은 교수님들도 많이 계시지만 학교 자체는 진짜 쓰레기 같음 진짜 신중히 선택하시길"
87,"공대 50퍼센트 이상이 컴공에 몰려있음 뭣 같은 트랙제 때문에 그냥 it공대 = 컴공이라 봐도 무방 코로나 끝나면 대면 수업인데, 아마 수강 신청도 힘들 거고 오프라인 수업할 교실 부족해서 학교 난리날 거임"
88,"바로 아래 글 작성한 사람인데 수정이 안 돼서 글 하나 더 남겨요. 아까는 대학 후기 대충 훑어본 거지만 지금 좀 더 자세히 봐보니 정말 심각하네요ㅠㅠ 대학백과를 들어온 여러분은 학교나 학과에 대한 정보를 얻기 위해 온 열정 넘치는 너무 예쁜 학생들이지만, 사실 우리 학교에서 학교 생활을 열심히 하는 분들은 이런 거에 시간을 잘 쓰고 계시지 않을 거예요. 저도 대학백과 앱 삭제하기 전에 로그아웃 하려다가 나도 후기 써야겠다 싶어서 온 거구요. 그래서 여기에 막 불만을 토해내는 우리학교 학생 분들은, 에브리타임에 너무 많은 시간을 쏟으며 평소에도 불만이 많은 분들이 거라고... 감히 말씀드리고 싶어요. 어딜 가든 이렇게 환경 탓이나 불만으로 가득 찬 사람들이 많은 것 같아요. 제가 다른 나라에서 살아본 건 아니라서 다른 나라는 어떤지 잘 모르지만 특히 우리나라는 환경 탓을 정말 많이 하는 것 같아요. 그런데 여러분, 선천적으로 타고난 환경이 아닌 이상 그 환경을 선택한 것도 우리고, 마음에 들지 않아 다른 환경을 찾아 떠나지 않고 여기서 머물러야겠다는 선택을 한 것도 우리 자신이잖아요. 인생은 결국 자기 하기 나름이란 거, 여러분도 잘 알고 계실 거라고 생각해요. 성공하신 분들 중에는 대학교를 안 나오셔도 성공하신 분들이 많은데, 그 분들은 무얼 탓하실까요. 결국 어딜 가든. 자기 하기 나름입니다. 이 글 보시는 후배님들은 그렇게 잘 하실 분들이라고 믿지만, 제가 너무 사랑하는 학교에 이렇게 불만 토해내는 학생들이 후배님들 보는 곳에 저렇게 논리 없이 막 불만 쏟아낸 걸 보니까 마음도 아프고 여러분들에게 안 좋은 인식을 심었을 것 같아서 이렇게 글을 남겨요ㅠㅠ 우리 학교는, 자기가 인생을 정말 잘 그려나가고 싶은 사람들에게 정말 최적의 학교입니다. 그걸 똑똑히 느끼고 있는 게 저구요. 지원해주는 거 정말 많고, 캠퍼스도 너무 예뻐요 진심으로. 사실 이건 부가적인 것들이지만... 그냥 정말 저는 너무 감사하거든요. 우리 학교한테. 저렇게 막 불만하고 논리 없는 글 보면서 너무 속상해서 이렇게 글 남겨요.ㅠㅠ 결국 말씀드리고 싶은 건, 어딜 가든 여러분 하기 나름이다. 그리고 우리 학교는 그걸 지원해주는 최고의 학교다. 여러분이 우리 학교에 오셔서 아래에 저 사람들과 똑같이 막 불만만 하고 있다면, 그건 여러분들이 자신의 길을 제대로 그려나가고 있지 않아서다. 라는 말을 드리고 싶어요. 또 저도 20학번이라 선배님들과 교류를 거의 할 수가 없었어서 잘은 모르지만 훌륭하신 선배님들을 꽤 많이 뵀는데, 그런 분들은 여기에 후기를 아마 잘 안 남기실 거예요ㅠㅠㅠ 그래서 정말 어딜 가시든, 여러분이 하기 나름이다 라는 말씀을 드리고 싶어요. 우리 학교에도 멋있는 선배님들 많아요ㅠㅠㅠ 다들 자기 할 일 하시느라 바쁘셔서 이 곳에선 잘 보이지 않을 거예요 정말... 여러분의 선택을 응원해요, 또 여러분의 인생을 잘 그려나가시길 바라요!!!"
89,"최고. 아 그런데 학교에 음대(작곡 쪽), 연영과도 있었으면 하는 바람이 있습니다ㅎㅎㅎ"
90,캠퍼스크기가 타 대학보다 많이 작지만 다니다보면 더 좋은것같다. 건물도 알차게 다있다. 짜잘짜잘한 취업지원제도가 많이있다. 열심히 학교다닌 동기들은 비교적 좋은곳에 취업 잘했다.비록 잘알려지지않은 학교지만 앞으로 발전가능성이 매우 높은 학교
91,필자는 경제학과를 나왔음. 장점: 상경계 단점: 상경계
92,
93,
94,"여기에 3점초반으로 성적 맞춰서 왔고 솔직히 기대하고 온 것도 아니었음. 근데 학교생활하다보니까 생각보다 괜찮은 학교라는 느낌이 점점 들게 됨. 장점은 다른 학교에 비해 다양한 프로그램과 부서가 있다는 점? 영어,글쓰기,취업,창업,상담 등등 학교 내에 센터나 부서가 많음. 1학년 때 원어민교수님과 회화하는 수업도 있고, 글쓰기 과제해서 전문가에게 첨삭받을 수 있는기회도 있음. 그리고 비교과 프로그램이라고 학생들의 참여를 도모하려고 만든 제도가 있는데 전혀 부담되지 않음. 프로그램들이 매주 공지에 서너개씩 올라와서 무료로 진로 멘토링도 받을 수 있고 전문가 특강도 들을수 있고, IT기기들도 체험해볼 수 있고 좋음. 학교에서 여는 대회나 공모전들도 많아서 참여만 해도 조그마한 장학금주는 활동도 있고 수상하면 큰 상금 받을 수 있는 기회도 있음. 고시반, 교육장학금도 있어서 자격증 취득할 수 있게 금전적 지원도 해줌. 단점은 캠퍼스 크기가 작다는 점? 근데 막상 가보니까 대부분 새로 지은 건물들이어서 신식이고 알차게 구성 잘해놨더라고요. 작지만 강한 학교 같은 느낌? 저는 좋았어요. 자기가 도전정신이 있고 다양한 활동&체험 해보고 싶다고 하면 이 학교 추천해요!"
95,"1학년때는 여러가지 트랙 기초 과목들 들어볼 수 있음. 기계설계, 전자공학, 컴퓨터 프로그래밍, 보안개론 등등 공학과 관련된 트랙 선택해서 들어보고 2학년때 전공 트랙 선택하면 됨. 자기가 공학쪽이다! 근데 어느 분야로 가야할 지 모르겠다 하면 이 학과 추천해요. 교수님들은 여느 학교에나 있는 강의평 안좋으신 아주 소수의 교수님들 제외하고 대부분 열정적이시고 잘 챙겨주시려고 하시는 것 같아서 좋았어요:) 학점도 코시국이라 웬만하면 잘 주십니다. 선배님들도 정보 친절하게 알려주시고 공지도 잘 해주세요. 상품 받아갈 수 있는 단과대학 행사도 많이 해요."
96,"나는 우리 학교가 너무 좋다. 외고를 다녔어서 한성대는 생각도 못 했었지만 개인사정으로 공부를 제대로 못 하고 수능 성적에 맞춰 붙어서 오게 됐는데, 생각지도 못하게 정말 너무 좋았다. 트랙제라 원하는 분야를 선택해서 자신의 진로를 선택할 수 있다는 게 얼마나 큰 장점인지 모두가 알았으면 좋겠다. 캠퍼스도 정말 사랑스럽다ㅠㅠㅠ 나는 학교를 사랑한다. 대학백과 앱을 삭제하려고 오랜만에 들어가서 대학 후기를 대충 봤는데.. 역시나. 내가 보기에 사람들은 불만이 너무 많다. 다른 좋은 대학교를 간 고등학교 때 친구들과 나를 보았을 때, 만족도, 미래 비전을 보면 내가 월등히 높다. 다른 친구들은 어문학 쪽을 가서 아마 나중에 미래에 대한 고민이 많을 거다... 물론 다 자기 하기 나름이지만... 이 부분에 대한 건 여러분이 현시대 흐름을 안다면 무슨 말인지 알아들을 수 있을 것이다. 어쨌든 나는 어쩌다 얼떨결에 오게 된 우리 학교에 너무 만족하고, 만족을 넘어서 사랑하게 됐다."
97,"우리 학교 모든 학생은 2개의 트랙(=전공)을 선택한다. 상상력인재학부는 2개 트랙 모두 분야를 가리지 않고 정말 원하는 아무거나로 2개를 선택하는 거고, 타학부는 1트랙은 자신이 소속된 학부에서, 2트랙은 원하는 아무 학부에서 선택하게 된다. 그리고 말해뭐해, 학부 만족도 최상이다. 내가 원하는 걸 하라는 듯 길을 활짝 열어놓아준 우리 학교에 너무 감사하다. 우리 학교 와서 나같이 이렇게 만족하면서 학교 다니는 후배님들이 많아지길 바라며 글을 마칩니다 ♥"
98,"트랙제가 장점이자 단점이다. 장점으로는 2학년 때 전공을 정하기 때문에, 1학년 때 해보고 싶은 전공 기초를 마음껏 선택할 수 있다. (다만 학점은 알아서 챙기기) 저는 패션은 한 번도 생각해보지 않았는데, 패션교양 듣고 패션에 흥미생겨서 2트랙으로 고려하고 있어요. 진로의 폭을 넓힐 수 있는 기회를 주기도 하지만, 단점으로는 그만큼 배우는 게 넓다는 겁니다. 다른 대학교의 전공처럼 그 하나의 전공에만 집중적으로 하는 게 아니라, 두 개의 전공을 하나의 전공으로 본인이 융합해내야 하는 거라 그만큼 배울 수 있는게 얇은 듯합니다. 그럼에도불구하고 제가 이 학교를 추천하는 이유는 남들이 하나의 전공에만 알아갈 때 두 가지 분야를 알아가는 즐거움이 있기 때문입니다. 근데 장학금은 짜요…. 넘 슬퍼요…."
99,"수강신청하기가 힘들어요… 교수님들이 전공에 따라 좀 다른 성향인게 느껴져요 그 전공은 어떻게 다가가야 효과적으로 잭팟을 터트릴 수 있는지, 그걸 교수님들이 다 잘 아시기에 열정적이십니다"
100,놀곳많죠 혜화역도 가깝고 학교도 좁아서 바로 이동가능하고 트랙제라는게 장점과 단점이 있지만 여튼 과이동은 자유롭다고 생각해요
101,학과 개념ㅇㅣ 없다 트랙제라 같은 트랙사람도 모른ㄷㅏ 걍 다같이 논다
102,다 제쳐놓고 행정처리 엉망이니까 제발 오지마세요.......
103,다 제쳐놓고 행정처리 엉망이니까 제발 오지마세요.......
104,"바로 아래 글 작성한 사람인데 수정이 안 돼서 글 하나 더 남겨요. 아까는 대학 후기 대충 훑어본 거지만 지금 좀 더 자세히 봐보니 정말 심각하네요ㅠㅠ 대학백과를 들어온 여러분은 학교나 학과에 대한 정보를 얻기 위해 온 열정 넘치는 너무 예쁜 학생들이지만, 사실 우리 학교에서 학교 생활을 열심히 하는 분들은 이런 거에 시간을 잘 쓰고 계시지 않을 거예요. 저도 대학백과 앱 삭제하기 전에 로그아웃 하려다가 나도 후기 써야겠다 싶어서 온 거구요. 그래서 여기에 막 불만을 토해내는 우리학교 학생 분들은, 에브리타임에 너무 많은 시간을 쏟으며 평소에도 불만이 많은 분들이 거라고... 감히 말씀드리고 싶어요. 어딜 가든 이렇게 환경 탓이나 불만으로 가득 찬 사람들이 많은 것 같아요. 제가 다른 나라에서 살아본 건 아니라서 다른 나라는 어떤지 잘 모르지만 특히 우리나라는 환경 탓을 정말 많이 하는 것 같아요. 그런데 여러분, 선천적으로 타고난 환경이 아닌 이상 그 환경을 선택한 것도 우리고, 마음에 들지 않아 다른 환경을 찾아 떠나지 않고 여기서 머물러야겠다는 선택을 한 것도 우리 자신이잖아요. 인생은 결국 자기 하기 나름이란 거, 여러분도 잘 알고 계실 거라고 생각해요. 성공하신 분들 중에는 대학교를 안 나오셔도 성공하신 분들이 많은데, 그 분들은 무얼 탓하실까요. 결국 어딜 가든. 자기 하기 나름입니다. 이 글 보시는 후배님들은 그렇게 잘 하실 분들이라고 믿지만, 제가 너무 사랑하는 학교에 이렇게 불만 토해내는 학생들이 후배님들 보는 곳에 저렇게 논리 없이 막 불만 쏟아낸 걸 보니까 마음도 아프고 여러분들에게 안 좋은 인식을 심었을 것 같아서 이렇게 글을 남겨요ㅠㅠ 우리 학교는, 자기가 인생을 정말 잘 그려나가고 싶은 사람들에게 정말 최적의 학교입니다. 그걸 똑똑히 느끼고 있는 게 저구요. 지원해주는 거 정말 많고, 캠퍼스도 너무 예뻐요 진심으로. 사실 이건 부가적인 것들이지만... 그냥 정말 저는 너무 감사하거든요. 우리 학교한테. 저렇게 막 불만하고 논리 없는 글 보면서 너무 속상해서 이렇게 글 남겨요.ㅠㅠ 결국 말씀드리고 싶은 건, 어딜 가든 여러분 하기 나름이다. 그리고 우리 학교는 그걸 지원해주는 최고의 학교다. 여러분이 우리 학교에 오셔서 아래에 저 사람들과 똑같이 막 불만만 하고 있다면, 그건 여러분들이 자신의 길을 제대로 그려나가고 있지 않아서다. 라는 말을 드리고 싶어요. 또 저도 20학번이라 선배님들과 교류를 거의 할 수가 없었어서 잘은 모르지만 훌륭하신 선배님들을 꽤 많이 뵀는데, 그런 분들은 여기에 후기를 아마 잘 안 남기실 거예요ㅠㅠㅠ 그래서 정말 어딜 가시든, 여러분이 하기 나름이다 라는 말씀을 드리고 싶어요. 우리 학교에도 멋있는 선배님들 많아요ㅠㅠㅠ 다들 자기 할 일 하시느라 바쁘셔서 이 곳에선 잘 보이지 않을 거예요 정말... 여러분의 선택을 응원해요, 또 여러분의 인생을 잘 그려나가시길 바라요!!!"
105,"최고. 아 그런데 학교에 음대(작곡 쪽), 연영과도 있었으면 하는 바람이 있습니다ㅎㅎㅎ"
106,캠퍼스크기가 타 대학보다 많이 작지만 다니다보면 더 좋은것같다. 건물도 알차게 다있다. 짜잘짜잘한 취업지원제도가 많이있다. 열심히 학교다닌 동기들은 비교적 좋은곳에 취업 잘했다.비록 잘알려지지않은 학교지만 앞으로 발전가능성이 매우 높은 학교
107,필자는 경제학과를 나왔음. 장점: 상경계 단점: 상경계
108,
109,
110,"학교시설은 호텔급이고 도서관도 좋습니다. 환경은 학교측에서 지속적으로 개선하는게 느껴지네요. 이번년도만해도 도서관 2.3.4층 리모델링 공학관 지하 상상파크화 학식당 추가개점 등 많네요. 학생복지도 노트북대여 학원등록 자격증시험비용등 100만원지원등 실질적으로 체감되는 복지도 많습니다. 서울시내에 위치해서 그런지 교양수업중에는 세운상가, 낙산공원을 가는 등 서울을 교재로 사용합니다. 학과제가 없어져서 그런지 선후배 개념이 사라졌구요 이로인해 군기같은건 찾아볼 수가 없습니다. 취업은 어지간하면 중견기업은 갑니다. 생각없이 놀지만 않으면.. 대기업은 10%정도 가는듯"
111,모바일소프트웨터트랙 교수진은 좋습니다. 걸러야하는 교수 한두명은 다른학교도 있듯이 저희학교도 있네요. 제 기준으로 학점따기 힘들어요. 수업ppt도 영어쓰여있어서 공학용어 해석하느라 영어영문학과인가 싶습니다. 컴공 특성상 하는만큼 중견대기업 뚫을 수 있으니 열심히만 하면 다됩니다
112,"나는 우리 학교가 너무 좋다. 외고를 다녔어서 한성대는 생각도 못 했었지만 개인사정으로 공부를 제대로 못 하고 수능 성적에 맞춰 붙어서 오게 됐는데, 생각지도 못하게 정말 너무 좋았다. 트랙제라 원하는 분야를 선택해서 자신의 진로를 선택할 수 있다는 게 얼마나 큰 장점인지 모두가 알았으면 좋겠다. 캠퍼스도 정말 사랑스럽다ㅠㅠㅠ 나는 학교를 사랑한다. 대학백과 앱을 삭제하려고 오랜만에 들어가서 대학 후기를 대충 봤는데.. 역시나. 내가 보기에 사람들은 불만이 너무 많다. 다른 좋은 대학교를 간 고등학교 때 친구들과 나를 보았을 때, 만족도, 미래 비전을 보면 내가 월등히 높다. 다른 친구들은 어문학 쪽을 가서 아마 나중에 미래에 대한 고민이 많을 거다... 물론 다 자기 하기 나름이지만... 이 부분에 대한 건 여러분이 현시대 흐름을 안다면 무슨 말인지 알아들을 수 있을 것이다. 어쨌든 나는 어쩌다 얼떨결에 오게 된 우리 학교에 너무 만족하고, 만족을 넘어서 사랑하게 됐다."
113,"우리 학교 모든 학생은 2개의 트랙(=전공)을 선택한다. 상상력인재학부는 2개 트랙 모두 분야를 가리지 않고 정말 원하는 아무거나로 2개를 선택하는 거고, 타학부는 1트랙은 자신이 소속된 학부에서, 2트랙은 원하는 아무 학부에서 선택하게 된다. 그리고 말해뭐해, 학부 만족도 최상이다. 내가 원하는 걸 하라는 듯 길을 활짝 열어놓아준 우리 학교에 너무 감사하다. 우리 학교 와서 나같이 이렇게 만족하면서 학교 다니는 후배님들이 많아지길 바라며 글을 마칩니다 ♥"
114,"한성대학교에 대해서는 말할게 별로 없고요, 한성사이버대학에 대해 알려드릴게요. 서버 은근 자주 터집니다 항상 새벽 2시15분에 터져서 그때 공부 못했어요. 다행히 서버 렉은 잘 없어요. 조별과제는 하다보면 정말 때려 ㅈ눕히고싶은 애들 한명씩 있는데 그런 면에서는 차라리 온라인인게 다행이예요. 전과 생길뻔한걸 코로나가 절 막았네요. 수업이 집중이 안되면 2배속을 하면 집중 잘돼요. 교수님 목소리에 텐션이 올라가셔서 저도 덩달아 목소리 속도에 맞춰서 필기 속도도 같이 빨라져요."
115,전공교수님들 목소리가 좋으세요. 정말 친절하신 교수님은 궁금한거 여쭤보면 전화로 답장 해주십니다. 얼굴도 모르는 교수님 번호로 연락오면 정말 무섭습니다. 그래도 젠틀하게 알려주세요. 시험은 트랙에 따라 천차만별인데 온라인이라서 특히 더 어려운 시험들도 있었어요(회X 트랙) 어려운 과목은 정말 느무느무 어려워서 눈물이 덜덜 떨리고 손발이 날 것 같은 느낌이예요. 내년에 새내기 생활 우리도 껴줘요^^
116,놀곳많죠 혜화역도 가깝고 학교도 좁아서 바로 이동가능하고 트랙제라는게 장점과 단점이 있지만 여튼 과이동은 자유롭다고 생각해요
117,학과 개념ㅇㅣ 없다 트랙제라 같은 트랙사람도 모른ㄷㅏ 걍 다같이 논다
118,다 제쳐놓고 행정처리 엉망이니까 제발 오지마세요.......
119,다 제쳐놓고 행정처리 엉망이니까 제발 오지마세요.......
120,
121,
122,캠퍼스크기가 타 대학보다 많이 작지만 다니다보면 더 좋은것같다. 건물도 알차게 다있다. 짜잘짜잘한 취업지원제도가 많이있다. 열심히 학교다닌 동기들은 비교적 좋은곳에 취업 잘했다.비록 잘알려지지않은 학교지만 앞으로 발전가능성이 매우 높은 학교
123,필자는 경제학과를 나왔음. 장점: 상경계 단점: 상경계
124,
125,
126,"학교시설은 호텔급이고 도서관도 좋습니다. 환경은 학교측에서 지속적으로 개선하는게 느껴지네요. 이번년도만해도 도서관 2.3.4층 리모델링 공학관 지하 상상파크화 학식당 추가개점 등 많네요. 학생복지도 노트북대여 학원등록 자격증시험비용등 100만원지원등 실질적으로 체감되는 복지도 많습니다. 서울시내에 위치해서 그런지 교양수업중에는 세운상가, 낙산공원을 가는 등 서울을 교재로 사용합니다. 학과제가 없어져서 그런지 선후배 개념이 사라졌구요 이로인해 군기같은건 찾아볼 수가 없습니다. 취업은 어지간하면 중견기업은 갑니다. 생각없이 놀지만 않으면.. 대기업은 10%정도 가는듯"
127,모바일소프트웨터트랙 교수진은 좋습니다. 걸러야하는 교수 한두명은 다른학교도 있듯이 저희학교도 있네요. 제 기준으로 학점따기 힘들어요. 수업ppt도 영어쓰여있어서 공학용어 해석하느라 영어영문학과인가 싶습니다. 컴공 특성상 하는만큼 중견대기업 뚫을 수 있으니 열심히만 하면 다됩니다
128,대부분 서울에 뷰티과가 많이 있진 않아서 찾다보면 한성대를 알게 되는데 경쟁률이 쎈만큼 학교시설도 좋고 선배들도 좋고 동기들도 좋고 학교위치도 좋고 교수님들도 좋고 학식도 싸고 맛있고 장학금은 내가 다자녀라 받는게 있음. 수업도 1학년부터 원래 대로 라면 실기수업있다는게 놀라웠음. 대부분 실기수업없다고 들음.
129,"지방대 가려고 했다가 특기자로 지원했는데 진짜 붙는거 운빨임. 아예 생각도 안하고 경쟁률도 쎄고 유웨이 시스템 돌리니 4등이길래 포기하고있던 학교. 붙고 울었음. 뷰티 6교과 6합격 했고, 우송같은 경우 차석입학장학금 주겠다고 그랬었음. 우송기준 2.6등급 한성기준 3.19등급 특기자는 자격증도 하나 가지고있어야하기 때문에 자격증 여러개 취득+성적 유지해서 저 등급정도는 나와야 하는 듯. 동기들 대부분 자격증 많이 가지고 있고 공부도 잘하던 친구들이라 동기들에게도 배울점이 많다고 생각함."
130,"한성대학교에 대해서는 말할게 별로 없고요, 한성사이버대학에 대해 알려드릴게요. 서버 은근 자주 터집니다 항상 새벽 2시15분에 터져서 그때 공부 못했어요. 다행히 서버 렉은 잘 없어요. 조별과제는 하다보면 정말 때려 ㅈ눕히고싶은 애들 한명씩 있는데 그런 면에서는 차라리 온라인인게 다행이예요. 전과 생길뻔한걸 코로나가 절 막았네요. 수업이 집중이 안되면 2배속을 하면 집중 잘돼요. 교수님 목소리에 텐션이 올라가셔서 저도 덩달아 목소리 속도에 맞춰서 필기 속도도 같이 빨라져요."
131,전공교수님들 목소리가 좋으세요. 정말 친절하신 교수님은 궁금한거 여쭤보면 전화로 답장 해주십니다. 얼굴도 모르는 교수님 번호로 연락오면 정말 무섭습니다. 그래도 젠틀하게 알려주세요. 시험은 트랙에 따라 천차만별인데 온라인이라서 특히 더 어려운 시험들도 있었어요(회X 트랙) 어려운 과목은 정말 느무느무 어려워서 눈물이 덜덜 떨리고 손발이 날 것 같은 느낌이예요. 내년에 새내기 생활 우리도 껴줘요^^
132,여기 오는것 보다는 1년 재수하는것이 남은 80년을 거 행복하게 할 확률이 높다
133,답이 없다. 뭐 좋은 것도 없고 학교가 등록금만 빨아먹으려고 만든 학교
134,
135,
136,학교가 작은 만큼 많은 사람을 만난다는 게 장점이자 단점. 작다고해서 모든 사람들이 함께 어울린다는 것은 아님. 좋은 사람도 많은 만큼 별 개같은 사람들도 많음
137,생각했던 것보다 실망이 컸던 것은 사실임 선후배간의 관계도 그렇고 강의도 그렇고 기대에 못 미치는 과
138,"서울 오고싶어서 온다면 안 말림.. 근데 지방에서 뭣도 모르고 어 서울이네 하고 오는 애들은 없길 바람; 의외로 서울이라는 목표만 보고 오는 애들 있는데 그닥 좋은 생각은..절대 아님. 인프라는 괜찮음. 주변인프라는 다른 학교도 많은데다 나쁘지 않은 편인거 같고, 교내는 신설 기숙사나 학식 수준, 이번에 지어지는 시설들 보면 발전 중이기는 함. 그리고 학교 엄청 작음. 학교 열등감이 만연한 편임. 한성대 어쩔 수 없이 온 애들이 대부분이고, 성적 좋은 애들은 탈주각 잡고있음. 장학금 공부 잘하면 무난하고, 단합은 어디 들어가지 않는 이상 없다고 보면 됨"
139,무역 할거면 재수해라. 다른 건 몰라도. 소속감 없음. 그리고 트랙 제도는 아직도 미스테리임. 결국 비슷한 트랙 두 개 듣게됨
140,
141,
142,"학교시설은 호텔급이고 도서관도 좋습니다. 환경은 학교측에서 지속적으로 개선하는게 느껴지네요. 이번년도만해도 도서관 2.3.4층 리모델링 공학관 지하 상상파크화 학식당 추가개점 등 많네요. 학생복지도 노트북대여 학원등록 자격증시험비용등 100만원지원등 실질적으로 체감되는 복지도 많습니다. 서울시내에 위치해서 그런지 교양수업중에는 세운상가, 낙산공원을 가는 등 서울을 교재로 사용합니다. 학과제가 없어져서 그런지 선후배 개념이 사라졌구요 이로인해 군기같은건 찾아볼 수가 없습니다. 취업은 어지간하면 중견기업은 갑니다. 생각없이 놀지만 않으면.. 대기업은 10%정도 가는듯"
143,모바일소프트웨터트랙 교수진은 좋습니다. 걸러야하는 교수 한두명은 다른학교도 있듯이 저희학교도 있네요. 제 기준으로 학점따기 힘들어요. 수업ppt도 영어쓰여있어서 공학용어 해석하느라 영어영문학과인가 싶습니다. 컴공 특성상 하는만큼 중견대기업 뚫을 수 있으니 열심히만 하면 다됩니다
